time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/clip_fraction,train/clip_range,train/value_loss,train/approx_kl,train/std,train/explained_variance,train/learning_rate,train/entropy_loss,train/n_updates,train/policy_gradient_loss,train/loss
132,2048,1,82.875,55.301616958333334,15,,,,,,,,,,,
285,4096,2,79.2156862745098,53.19537335294119,14,0.09365234375,0.2,5.279293433204293,0.0033995355,0.9884625673294067,-0.031225204467773438,0.0003,-2.824072277545929,10,0.0012187743122922257,1.6827131509780884
432,6144,3,82.72602739726027,57.29377704109589,14,0.1732421875,0.2,10.01110777258873,0.016925806,0.9845885038375854,0.6217271387577057,0.0003,-2.8105962738394736,20,-0.003996849998657126,1.9922782182693481
