episode,reward,length,monitor_activation_freq
75,27.550858,63,0.1746031746031746
76,58.02738,78,0.1794871794871795
77,40.143981,94,0.32978723404255317
78,49.303602,93,0.23655913978494625
79,42.389875,68,0.2647058823529412
80,42.984608,84,0.2619047619047619
81,57.697859,74,0.24324324324324326
82,48.443715,85,0.24705882352941178
83,22.820214,63,0.3492063492063492
84,48.515041,73,0.2602739726027397
85,27.015102,69,0.2028985507246377
86,60.182382,83,0.24096385542168675
87,52.94195,75,0.24
88,116.209315,191,0.2931937172774869
89,54.461636,85,0.27058823529411763
90,52.908631,74,0.32432432432432434
91,52.880858,81,0.2716049382716049
92,50.28233,77,0.2597402597402597
93,58.588354,85,0.27058823529411763
94,45.708953,84,0.27380952380952384
95,52.864255,79,0.26582278481012656
96,35.186202,75,0.30666666666666664
97,41.727791,89,0.25842696629213485
98,63.829808,69,0.2028985507246377
99,49.500324,78,0.32051282051282054
100,45.734499,65,0.27692307692307694
101,53.930219,97,0.29896907216494845
102,52.159201,75,0.29333333333333333
103,54.371087,77,0.2857142857142857
104,30.450248,62,0.3225806451612903
105,67.516499,81,0.2222222222222222
106,51.320038,92,0.2608695652173913
107,53.21805,92,0.34782608695652173
108,68.579424,80,0.2375
109,52.509545,100,0.2
110,56.131127,79,0.2911392405063291
111,43.862421,77,0.3116883116883117
112,65.227153,92,0.30434782608695654
113,60.727443,88,0.2159090909090909
114,60.202734,73,0.2465753424657534
115,56.899008,79,0.189873417721519
116,60.087055,86,0.26744186046511625
117,57.482995,86,0.23255813953488372
118,42.202153,74,0.32432432432432434
119,51.330871,92,0.29347826086956524
120,49.466012,78,0.3333333333333333
121,44.021089,87,0.367816091954023
122,53.157878,74,0.21621621621621623
123,49.95548,79,0.24050632911392406
124,50.631297,74,0.32432432432432434
125,55.701435,87,0.28735632183908044
126,53.066489,81,0.345679012345679
127,58.978049,80,0.3125
128,54.725694,86,0.29069767441860467
129,18.961516,51,0.17647058823529413
130,48.617052,86,0.3372093023255814
131,57.851634,83,0.30120481927710846
132,58.095198,78,0.2948717948717949
133,47.62463,77,0.37662337662337664
134,59.679913,72,0.2777777777777778
135,51.038323,69,0.4057971014492754
136,50.340443,67,0.3582089552238806
137,59.444139,91,0.31868131868131866
138,55.31773,77,0.23376623376623376
139,60.645675,77,0.3246753246753247
140,54.541614,76,0.25
141,147.761402,156,0.33974358974358976
142,46.563,84,0.4642857142857143
143,57.140112,81,0.2716049382716049
144,55.758516,75,0.26666666666666666
145,53.211105,75,0.28
146,52.07978,72,0.3611111111111111
147,51.828954,96,0.2916666666666667
148,57.827019,97,0.28865979381443296
149,57.404176,71,0.323943661971831
150,44.952329,84,0.44047619047619047
151,54.363801,82,0.2926829268292683
152,50.979659,84,0.32142857142857145
153,53.827235,73,0.3150684931506849
154,48.33633,65,0.2923076923076923
155,55.976714,67,0.2537313432835821
156,56.249835,74,0.28378378378378377
157,63.565122,74,0.28378378378378377
158,61.893578,75,0.24
159,56.528472,67,0.29850746268656714
160,43.628366,68,0.17647058823529413
161,60.310377,81,0.2716049382716049
162,57.912339,66,0.24242424242424243
163,44.323419,77,0.3246753246753247
164,53.162007,86,0.2558139534883721
165,64.339061,70,0.21428571428571427
166,53.987926,65,0.3076923076923077
167,56.177135,67,0.22388059701492538
168,62.418257,88,0.22727272727272727
169,62.960465,69,0.2608695652173913
170,60.856789,71,0.2676056338028169
171,57.572902,75,0.24
172,57.78704,75,0.28
173,72.263632,78,0.1794871794871795
174,61.17009,72,0.16666666666666666
175,52.63332,68,0.22058823529411764
176,58.028904,74,0.21621621621621623
177,67.755716,87,0.25287356321839083
178,63.838216,77,0.19480519480519481
179,53.909583,75,0.32
180,58.131255,67,0.2537313432835821
181,63.571272,72,0.2222222222222222
182,44.788251,63,0.23809523809523808
183,58.927561,66,0.25757575757575757
184,172.281523,146,0.2191780821917808
185,53.261995,64,0.203125
186,75.129269,80,0.1625
187,64.081048,90,0.2
188,68.904786,78,0.20512820512820512
189,65.898049,89,0.20224719101123595
190,58.9959,71,0.16901408450704225
191,65.695237,83,0.1927710843373494
192,68.167271,82,0.1951219512195122
193,59.034457,76,0.23684210526315788
194,59.531601,69,0.18840579710144928
195,57.770339,76,0.3026315789473684
196,58.353248,69,0.2608695652173913
197,54.772608,73,0.1917808219178082
198,56.377305,73,0.273972602739726
199,62.781596,58,0.1896551724137931
200,58.799006,84,0.20238095238095238
201,55.156289,70,0.2571428571428571
202,28.753518,52,0.25
203,62.910022,80,0.2125
204,48.941364,85,0.2235294117647059
205,62.439614,79,0.24050632911392406
206,63.132972,80,0.2125
207,55.85097,68,0.22058823529411764
208,51.744167,82,0.24390243902439024
209,6.866937,25,0.24
210,68.795947,97,0.2268041237113402
211,73.52861,82,0.23170731707317074
212,156.407452,142,0.2746478873239437
213,158.630523,127,0.25196850393700787
214,61.893079,71,0.2112676056338028
215,51.49197,81,0.2222222222222222
216,187.828142,151,0.2185430463576159
217,68.939785,68,0.16176470588235295
218,154.577787,156,0.17307692307692307
219,154.419756,164,0.31097560975609756
220,109.789359,111,0.22522522522522523
221,70.8143,83,0.14457831325301204
222,64.047485,74,0.16216216216216217
223,57.695874,78,0.20512820512820512
224,61.291548,73,0.2054794520547945
225,72.213913,83,0.20481927710843373
226,72.505614,89,0.24719101123595505
227,107.209188,98,0.23469387755102042
228,147.153056,159,0.2389937106918239
229,41.985581,61,0.21311475409836064
230,51.726453,70,0.2571428571428571
231,59.453616,69,0.2028985507246377
232,182.305927,155,0.24516129032258063
233,177.277096,147,0.23809523809523808
234,223.03353,167,0.20359281437125748
235,70.240012,72,0.18055555555555555
236,59.98971,84,0.17857142857142858
237,69.159562,74,0.28378378378378377
238,60.673115,72,0.18055555555555555
239,62.059277,72,0.2361111111111111
240,64.573382,69,0.17391304347826086
241,182.624957,134,0.1865671641791045
242,133.043152,112,0.21428571428571427
243,206.410246,163,0.17791411042944785
244,166.757259,152,0.21052631578947367
245,71.392149,71,0.19718309859154928
246,160.519829,135,0.2
247,172.180083,152,0.2236842105263158
248,73.961218,78,0.21794871794871795
249,162.977199,146,0.21232876712328766
250,158.847114,151,0.23178807947019867
251,70.090467,73,0.1780821917808219
252,150.969192,134,0.21641791044776118
253,216.743438,183,0.15846994535519127
254,187.412299,173,0.20809248554913296
255,158.876272,136,0.19117647058823528
256,71.565769,87,0.1839080459770115
257,191.695669,167,0.23952095808383234
258,178.342995,153,0.1895424836601307
259,169.391771,134,0.15671641791044777
260,179.354743,147,0.19047619047619047
261,64.621875,79,0.22784810126582278
262,174.915826,153,0.1830065359477124
263,128.988882,132,0.19696969696969696
264,161.870625,133,0.24812030075187969
265,168.90168,131,0.16793893129770993
266,173.193265,140,0.22857142857142856
267,189.877002,163,0.18404907975460122
268,174.54976,159,0.1509433962264151
269,166.52145,127,0.2283464566929134
270,195.369952,148,0.16216216216216217
271,196.607069,173,0.15606936416184972
272,97.718209,87,0.21839080459770116
273,164.57264,135,0.25925925925925924
274,203.825446,150,0.17333333333333334
275,176.68355,126,0.18253968253968253
276,104.391037,92,0.29347826086956524
277,122.583412,102,0.18627450980392157
278,111.62981,104,0.25
279,71.685427,78,0.19230769230769232
280,205.630579,160,0.225
281,206.176324,151,0.23178807947019867
282,193.742501,152,0.21052631578947367
283,71.200476,71,0.23943661971830985
284,218.16921,162,0.16049382716049382
285,208.6006,170,0.2
286,211.526438,165,0.22424242424242424
287,268.046904,187,0.22994652406417113
288,220.373394,148,0.20270270270270271
289,175.507158,128,0.203125
290,145.468636,112,0.20535714285714285
291,163.138092,131,0.22900763358778625
292,253.477529,179,0.22346368715083798
293,154.587294,132,0.25
294,152.424613,120,0.225
295,208.889945,155,0.16774193548387098
296,140.882254,104,0.16346153846153846
297,177.93464,120,0.175
298,190.052066,146,0.21232876712328766
299,241.207866,176,0.2215909090909091
300,173.159158,124,0.21774193548387097
301,112.709641,91,0.25274725274725274
302,45.228928,54,0.16666666666666666
303,63.060559,70,0.18571428571428572
304,210.323552,158,0.23417721518987342
305,195.405773,154,0.16883116883116883
306,170.844638,117,0.28205128205128205
307,229.028655,156,0.15384615384615385
308,116.217525,92,0.22826086956521738
309,43.398207,51,0.21568627450980393
310,144.830115,129,0.21705426356589147
311,15.054521,31,0.22580645161290322
312,230.867369,142,0.21830985915492956
313,219.779879,146,0.2054794520547945
314,213.953718,141,0.2127659574468085
315,224.177809,148,0.20270270270270271
316,116.88331,85,0.29411764705882354
317,180.407737,129,0.23255813953488372
318,236.843709,151,0.271523178807947
319,104.428771,76,0.25
320,237.372403,153,0.23529411764705882
321,221.013042,147,0.272108843537415
322,178.38109,117,0.23931623931623933
323,234.358289,176,0.22727272727272727
324,394.45152,249,0.285140562248996
325,215.770375,149,0.2953020134228188
